"Scientific name","New","Common name","Clade","Taxon ID","Assembly name","Accession","Genome size (bps)","Annotation provider","Annotation method","Annotation","Genome","Homology","RNA Seq"
"Amphimallon solstitiale","","Beetles","Coleoptera","360071","icAmpSols1.1","GCA_963170755.1","1584142107","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Amphimedon queenslandica","","Demosponge","Metazoa","400682","v1.1","GCA_000090795.2","164262607","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Amphipoea lucens","","Moths (alternate haplotype)","Lepidoptera","987875","ilAmpLuce6.1_alternate_haplotype","GCA_947507765.1","641437241","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Amphipoea lucens","","Moths","Lepidoptera","987875","ilAmpLuce6.1","GCA_947508005.1","647703034","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Amphipoea oculea","","Moths","Lepidoptera","987876","ilAmpOcul1.1","GCA_945859645.1","669248832","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Amphiprion clarkii","","Yellowtail clownfish","Fish","80970","OIST_Acla_v1","GCA_027123335.1","846409514","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Amphiprion ocellaris","","Clown anemonefish (Okinawa)","Fish","80972","ASM2253959v1","GCA_022539595.1","863484803","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Amphiprion percula","","Orange clownfish","Fish","161767","Nemo_v1.1","GCA_003047355.2","908939294","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Amphipyra berbera","","Moths (alternate haplotype)","Lepidoptera","987877","ilAmpBerb1.1_alternate_haplotype","GCA_910595045.1","579408172","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Amphipyra berbera","","Moths","Lepidoptera","987877","ilAmpBerb1.2","GCA_910594945.2","582289898","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Amphipyra berbera","","Moths","Lepidoptera","987877","ilAmpBerb1.1","GCA_910594945.1","582314631","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Amphipyra tragopoginis","","Moths (alternate haplotype)","Lepidoptera","689058","ilAmpTrag2.1_alternate_haplotype","GCA_905220425.1","806994927","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Amphipyra tragopoginis","","Moths","Lepidoptera","689058","ilAmpTrag2.1","GCA_905220435.1","805653278","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Amyelois transitella","","Naval orange worm (UIUC subculture of SPIRL-1966)","Lepidoptera","680683","ASM118610v1","GCA_001186105.1","406468287","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anabas testudineus","","Climbing perch","Fish","64144","fAnaTes1.1","GCA_900324465.1","569705464","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anabas testudineus","","Climbing perch","Fish","64144","fAnaTes1.2","GCA_900324465.2","555641398","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Anabas testudineus","","Climbing perch","Fish","64144","fAnaTes1.3","GCA_900324465.3","555641398","Ensembl","Full genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anableps anableps","","Largescale foureyes","Fish","195821","fAnaAna1.pri","GCA_014839685.1","867616482","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Anania crocealis","","Moths","Lepidoptera","1100908","ilAnaCroc1.1","GCA_949315895.1","623979160","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anania fuscalis","","Moths","Lepidoptera","1100909","ilAnaFusc1.1","GCA_950371115.1","563922727","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anania hortulata","","Moths","Lepidoptera","1594229","ilAnaHort2.1","GCA_963576865.1","612197781","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anarsia innoxiella","","Moths","Lepidoptera","2566270","ilAnaInnx2.1","GCA_947563765.1","302913609","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anas platyrhynchos","","Mallard (pekin duck)","Birds","8839","CAU_Pekin_2.0","GCA_017639285.1","1186367508","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Anas platyrhynchos","","Mallard (Laying duck)","Birds","8839","CAU_Laying_1.0","GCA_017639305.1","1217695176","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Anas platyrhynchos","","Mallard (Pekin duck)","Birds","8839","ZJU1.0","GCA_015476345.1","1188533289","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anas zonorhyncha","","Eastern spot-billed duck","Birds","75864","ASM222487v1","GCA_002224875.1","1310797575","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anaspis maculata","","Beetles","Coleoptera","295995","icAnaMacu3.1","GCA_949128115.1","757828000","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anastrepha ludens","","Mexican fruit fly (Willacy)","Diptera","28586","idAnaLude1.1","GCF_028408465.1","820766187","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anastrepha obliqua","","WestIndian fruit fly (idAnaObli1)","Diptera","95512","idAnaObli1_1.0","GCF_027943255.1","836742189","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ancistrocerus nigricornis","","Wasps, ants, and bees (alternate haplotype)","Hymenoptera","76990","iyAncNigr1.1_alternate_haplotype","GCA_916050135.1","210379627","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Ancistrocerus nigricornis","","Wasps, ants, and bees","Hymenoptera","76990","iyAncNigr1.1","GCA_916049575.1","231995547","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena bucephala","","Bees","Hymenoptera","1542580","iyAndBuce1.1","GCA_947577245.1","379771409","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena chrysosceles","","Bees","Hymenoptera","1411665","iyAndChry1.1","GCA_963855975.1","520219004","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena dorsata","","Bees","Hymenoptera","1411666","iyAndDors1.1","GCA_929108735.1","277321003","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena dorsata","","Bees (alternate haplotype)","Hymenoptera","1411666","iyAndDors1.1_alternate_haplotype","GCA_929114765.1","215949665","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena fulva","","Bees","Hymenoptera","1411667","iyAndFulv1.1","GCA_946251845.1","461711296","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena haemorrhoa","","Bees","Hymenoptera","444401","iyAndHaem1.1","GCA_910592295.1","330670691","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena haemorrhoa","","Bees (alternate haplotype)","Hymenoptera","444401","iyAndHaem1.1_alternate_haplotype","GCA_910592125.1","238273182","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena hattorfiana","","Bees","Hymenoptera","1126402","iyAndHatt1.1","GCA_944738655.1","428511216","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena hattorfiana","","Bees","Hymenoptera","1126402","iyAndHatt1.2","GCA_944738655.2","428510216","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena minutula","","Bees","Hymenoptera","1190802","iyAndMinu1.1","GCA_929113495.1","380445275","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena minutula","","Bees (alternate haplotype)","Hymenoptera","1190802","iyAndMinu1.1_alternate_haplotype","GCA_929113085.1","283595785","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena trimmerana","","Bees","Hymenoptera","1431430","iyAndTrim1.1","GCA_951215215.1","399064024","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena trimmerana","","Bees (alternate haplotype)","Hymenoptera","1431430","iyAndTrim1.1_alternate_haplotype","GCA_951212825.1","378417964","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Andrena trimmerana","","Bees","Hymenoptera","1431430","iyAndCara2.1","GCA_952773225.1","446956329","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anguilla anguilla","","European eel","Fish","7936","fAngAng1.pri","GCA_013347855.1","979029243","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Anguilla japonica","","Japanese eel","Fish","7937","ASM2516954v1","GCA_025169545.1","1028712469","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Anguilla rostrata","","American eel","Fish","7938","ASM1855537v1.1","GCA_018555375.2","975288908","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Anneissia japonica","","Sea lily (Jap-2015-1)","Metazoa","1529436","ASM1163010v1","GCA_011630105.1","589628371","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anolis carolinensis","","Green anole","Reptiles","28377","AnoCar2.0","GCA_000090745.2","1799143587","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles aquasalis","","Mosquitos","Diptera","42839","idAnoAquaMG_Q_19","GCA_943734665.1","176573000","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles atroparvus","","Mosquito (Infravec2 EBRE)","Diptera","41427","atroparvus_hifiasm_n225_277Mb","GCA_914969975.1","277763289","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles bellator","","Mosquitos","Diptera","139047","idAnoBellAS_SP24_06","GCA_943735745.1","169575294","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles coluzzii","","Mosquitos","Diptera","1518534","AcolN3","GCF_943734685.1","262617596","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles coustani","","Mosquitos","Diptera","139045","idAnoCousDA_361_x","GCA_943734705.1","269983652","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles cruzii","","Mosquitos","Diptera","68878","idAnoCruzAS_RS32_06","GCA_943734635.1","184069349","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles darlingi","","American malaria mosquito","Diptera","43151","idAnoDarlMG_H_01","GCA_943734745.1","181637336","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles funestus","","African malaria mosquito","Diptera","62324","idAnoFuneDA-416_04","GCF_943734845.1","250713484","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles gambiae","","African malaria mosquito","Diptera","7165","idAnoGambNW_F1_1","GCA_943734735.1","264451381","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles maculipalpis","","Mosquitos","Diptera","1496333","idAnoMacuDA_375_x","GCA_943734695.1","224059441","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles marshallii","","Mosquitos","Diptera","1521116","idAnoMarsDA_429_01","GCA_943734725.1","225712104","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles nili","","Mosquitos","Diptera","185578","idAnoNiliSN_F5_01","GCA_943737925.1","195220701","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anopheles ziemanni","","Mosquitos","Diptera","345580","idAnoZiCoDA_A2_x","GCA_943734765.1","260069287","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anoplius nigerrimus","","Wasps, ants, and bees (alternate haplotype)","Hymenoptera","1667466","iyAnoNige1.2_alternate_haplotype","GCA_914767785.2","486559160","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anoplius nigerrimus","","Wasps, ants, and bees (alternate haplotype)","Hymenoptera","1667466","iyAnoNige1.1_alternate_haplotype","GCA_914767785.1","624146646","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anoplius nigerrimus","","Wasps, ants, and bees","Hymenoptera","1667466","iyAnoNige1.1","GCA_914767735.1","623783591","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anorthoa munda","","Moths","Lepidoptera","988060","ilAnoMund1.1","GCA_945859665.1","938645429","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anorthoa munda","","Moths (alternate haplotype)","Lepidoptera","988060","ilAnoMund1.1_alternate_haplotype","GCA_945859655.1","932504803","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anser cygnoides domesticus","","Swan goose (Zhedong)","Birds","381198","AnsCyg_PRJNA183603_v1.0","GCA_000971095.1","1119151626","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Antedon bifida","NEW","Crinoids","Metazoa","72669","ecAntBifi1.1","GCA_963402885.1","319614875","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anthocharis cardamines","","Orange tip (alternate haplotype)","Lepidoptera","227532","ilAntCard3.1_alternate_haplotype","GCA_905404305.1","327220656","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anthocharis cardamines","","Orange tip","Lepidoptera","227532","ilAntCard3.1","GCA_905404175.1","359601502","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anthonomus grandis grandis","","Boll weevil","Coleoptera","2921223","icAntGran1.3","GCA_022605725.3","697452952","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anthonomus grandis grandis","","Boll weevil (alternate haplotype)","Coleoptera","2921223","icAntGran1.2_alternate_haplotype","GCA_022605985.2","371797639","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anthonomus grandis grandis","","Boll weevil","Coleoptera","2921223","icAntGran1.3","GCA_022605725.3","697452952","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anthophora plumipes","","Hairy footed flower bee","Hymenoptera","478167","iyAntPlum1.1","GCA_951804975.1","669955111","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anthopleura xanthogrammica","","Giant green sea anemone","Metazoa","6112","jaAntXant3.1","GCA_964019055.1","290039430","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Anticlea derivata","","Moths","Lepidoptera","934824","ilAntDeri1.1","GCA_947579855.1","355803668","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Antilocapra americana","","Pronghorn","Mammals","9891","GSC_phorn_1.0","GCA_007570785.1","-","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Antitype chi","","Moths (alternate haplotype)","Lepidoptera","988062","ilAntChix2.1_alternate_haplotype","GCA_947359415.1","616439491","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Antitype chi","","Moths","Lepidoptera","988062","ilAntChix2.1","GCA_947359405.1","632202931","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apamea crenata","","Moths","Lepidoptera","753153","ilApaCren1.1","GCA_949629185.1","580431227","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apamea crenata","","Moths (alternate haplotype)","Lepidoptera","753153","ilApaCren1.1_alternate_haplotype","GCA_949629175.1","531527338","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apamea epomidion","","Moths","Lepidoptera","987880","ilApaEpom1.1","GCA_947507525.1","624644460","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apamea epomidion","","Moths (alternate haplotype)","Lepidoptera","987880","ilApaEpom1.1_alternate_haplotype","GCA_947507555.1","580616124","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apamea monoglypha","","Moths (alternate haplotype)","Lepidoptera","875885","ilApaMono1.2_alternate_haplotype","GCA_911387735.2","575443327","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apamea monoglypha","","Moths","Lepidoptera","875885","ilApaMono1.2","GCA_911387795.2","575666810","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apamea sordens","","Moths (alternate haplotype)","Lepidoptera","689061","ilApaSord1.1_alternate_haplotype","GCA_945859755.1","613307171","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apamea sordens","","Moths","Lepidoptera","689061","ilApaSord1.1","GCA_945859715.1","614313245","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apeira syringaria","","Moths (alternate haplotype)","Lepidoptera","934915","ilApeSyri1.1_alternate_haplotype","GCA_934045895.1","474552682","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apeira syringaria","","Moths","Lepidoptera","934915","ilApeSyri1.1","GCA_934044485.1","544428085","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apeltes quadracus","","Fourspine stickleback (brackish water)","Fish","240154","UniBe_ApeQuad_1.0","GCA_021346845.1","428933307","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Aphidecta obliterata","","Beetles","Coleoptera","1501862","icAphObli1.1","GCA_963966015.1","349557290","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aphidius gifuensis","","Parasitoid wasp (YNYX2018)","Hymenoptera","684658","ASM1490517v1","GCA_014905175.1","156964627","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aphis gossypii","","Cotton aphid","Hemiptera","80765","PGI_APHIGO_v1","GCA_917880025.1","325719615","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aphrophora alni","","Alder spittlebug","Hemiptera","295201","ihAphAlni3.1","GCA_963513935.1","1781497363","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apis dorsata","","Giant honeybee","Hymenoptera","7462","Apis_dorsata_1.3","GCA_000469605.1","230340171","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apis florea","","Dwarf honeybee","Hymenoptera","7463","Aflo_1.0","GCA_000184785.2","229015090","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aplocera efformata","","Moths","Lepidoptera","934917","ilAplEffo1.1","GCA_921293045.1","349483148","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aplocera efformata","","Moths (alternate haplotype)","Lepidoptera","934917","ilAplEffo1.1_alternate_haplotype","GCA_921293035.1","250785568","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aplysia californica","","California sea hare (F4 #8)","Metazoa","6500","AplCal3.0","GCA_000002075.2","927310431","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aplysina aerophoba","","Sponges","Metazoa","289389","odAplAero1.1","GCA_949841015.1","158787529","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apocheima hispidaria","","Moths","Lepidoptera","722657","ilApoHisp1.1","GCA_947579745.1","419690830","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apocheima hispidaria","","Moths (alternate haplotype)","Lepidoptera","722657","ilApoHisp1.1_alternate_haplotype","GCA_947581315.1","413871417","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apoda limacodes","","Moths","Lepidoptera","287200","ilApoLima1.1","GCA_946406115.1","800335453","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apodemus agrarius","","Eurasian field mouse","Rodents & lagomorphs","39030","mApoAgr2.1","GCA_964023405.1","2613539281","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apoderus coryli","","Hazel leaf roller","Coleoptera","201766","icApoCory1.2","GCA_911728435.2","428056372","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apomyelois bistriatella","","Moths","Lepidoptera","1666458","ilApoBist1.1","GCA_947044815.1","389556621","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aporia crataegi","","Black-veined white (alternate haplotype)","Lepidoptera","129397","ilApoCrat1.1_alternate_haplotype","GCA_912999795.1","226642800","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aporia crataegi","","Black-veined white (alternate haplotype)","Lepidoptera","129397","ilApoCrat1.2_alternate_haplotype","GCA_912999795.2","226628546","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aporia crataegi","","Black-veined white","Lepidoptera","129397","ilApoCrat1.1","GCA_912999735.1","229678889","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aporophyla lueneburgensis","","Moths (alternate haplotype)","Lepidoptera","1337163","ilApoLuen1.1_alternate_haplotype","GCA_932294405.1","915863888","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aporophyla lueneburgensis","","Moths","Lepidoptera","1337163","ilApoLuen1.1","GCA_932294355.1","978291914","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Aporophyla nigra","","Moths","Lepidoptera","988065","ilApoNigr3.1","GCA_947507805.1","736874160","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apotomis betuletana","","Moths (alternate haplotype)","Lepidoptera","1100915","ilApoBetu1.1_alternate_haplotype","GCA_932273875.1","682305395","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apotomis betuletana","","Moths","Lepidoptera","1100915","ilApoBetu1.1","GCA_932273695.1","684224795","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Apotomis capreana","","Moths","Lepidoptera","989741","ilApoCapr1.1","GCA_947623375.1","743215662","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
